,Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Descr,Key,Faculty,Department,Program,Degree,Website
5635,41603,JPER,452,JAZZ PRIVATE STUDY VI,3.0,PST,Private Studies, ; Course Prerequisite: JPER451,UGRD,,"A continuation of JPER 451.
Prerequisite: JPER 451 and written permission of the Department of Music. 
NOTE: Students who have received credit for MPER 452, 490 or MUSI 432 may not take this course for credit.",,,,,,
5636,46850,JPER,398,SPECIAL TOPICS IN JPER,3.0,LEC,Lecture,,UGRD,,"A study of a selected area not available in other courses in jazz performance.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,,,,
5637,46851,JPER,498,SPECIAL TOPICS IN JPER,3.0,LEC,Lecture,,UGRD,,"An advanced study of a selected area not available in other courses in jazz performance.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,,,,
5638,46852,JPER,499,SPECIAL TOPICS IN JPER,6.0,LEC,Lecture,,UGRD,,"An advanced study of a selected area not available in other courses in jazz performance.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,,,,
5639,48935,JPER,223,Big Band I,3.0,STU,Studio,for students who have completed JAZZ 200 previously or concurrently.,UGRD,,"A performance course in which students participate in the Big Band Jazz Ensemble.
Prerequisite: JAZZ 200 previously or concurrently; permission of the Department of Music upon successful audition. 
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 220 or 221 may not take this course for credit.",,,,,,
5640,48936,JPER,224,Eclectic Ensemble I,3.0,STU,Studio,for students who have completed JAZZ 200 previously or concurrently.,UGRD,,"A performance course in which students participate in the Eclectic Ensemble.
Prerequisite: JAZZ 200 previously or concurrently; permission of the Department of Music upon successful audition. 
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 220 or 221 may not take this course for credit.",,,,,,
5641,48937,JPER,225,Jazz Choir I,3.0,STU,Studio,for students who have completed JAZZ 200 previously or concurrently.,UGRD,,"A performance course in which students participate in the Jazz Choir.
Prerequisite: JAZZ 200 previously or concurrently; permission of the Department of Music upon successful audition. 
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 220 or 221 may not take this course for credit.",,,,,,
5642,48938,JPER,323,Big Band II,3.0,STU,Studio,for students who have completed JPER 221 (Big Band I) or JPER 223.,UGRD,,"A continuation of JPER 223.
Prerequisite: JPER 223; permission of the Department of Music upon successful audition.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 321 may not take this course for credit.",,,,,,
5643,48939,JPER,324,Eclectic Ensemble II,3.0,STU,Studio,for students who have completed JPER 221 (Eclectic Ensemble I) or JPER 224.,UGRD,,"A continuation of JPER 224.
Prerequisite: JPER 224; permission of the Department of Music upon successful audition.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 321 may not take this course for credit.",,,,,,
5644,48940,JPER,325,Jazz Choir II,3.0,STU,Studio,for students who have completed JPER 221 (Jazz Choir I) or JPER 225.,UGRD,,"A continuation of JPER 225.
Prerequisite: JPER 225; permission of the Department of Music upon successful audition.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 321 may not take this course for credit.",,,,,,
5645,48941,JPER,423,Big Band III,3.0,STU,Studio,for students who have completed JPER 321 (Big Band II) or JPER 323.,UGRD,,"A continuation of JPER 323.
Prerequisite: JPER 323; permission of the Department of Music upon successful audition.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 421 may not take this course for credit.",,,,,,
5646,48942,JPER,424,Eclectic Ensemble III,3.0,STU,Studio,for students who have completed JPER 321 (Eclectic Ensemble II) or JPER 324.,UGRD,,"A continuation of JPER 324.
Prerequisite: JPER 324; permission of the Department of Music upon successful audition.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 421 may not take this course for credit.",,,,,,
5647,48943,JPER,425,Jazz Choir III,3.0,STU,Studio,for students who have completed JPER 321 (Jazz Choir II) or JPER 325.,UGRD,,"A continuation of JPER 325.
Prerequisite: JPER 325; permission of the Department of Music upon successful audition.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 421 may not take this course for credit.",,,,,,
5648,48762,KCEP,210,Principles of Clinical Exercise Physiology,3.0,LAB,Laboratory,"Prerequisite:  Enrollment in a Health, Kinesiology and Applied Physiology program.",UGRD,KCEP210 = EXCI210,"This course considers topics in kinesiology and clinical exercise physiology from historical, professional, and applied perspectives. Introduction of exercise training principles and movement activity as the basis for patient rehabilitation and recovery programs in chronic diseases are discussed. The course deals with disease classification, basic intervention concepts, and preventive approaches. Ten observation hours are required for students who wish to transfer to the KCEP program.

NOTE: Students who have received credit for EXCI 210 may not take this course for credit.",,,,,,
5649,48762,KCEP,210,Principles of Clinical Exercise Physiology,3.0,LEC,Lecture,"Prerequisite:  Enrollment in a Health, Kinesiology and Applied Physiology program.",UGRD,KCEP210 = EXCI210,"This course considers topics in kinesiology and clinical exercise physiology from historical, professional, and applied perspectives. Introduction of exercise training principles and movement activity as the basis for patient rehabilitation and recovery programs in chronic diseases are discussed. The course deals with disease classification, basic intervention concepts, and preventive approaches. Ten observation hours are required for students who wish to transfer to the KCEP program.

NOTE: Students who have received credit for EXCI 210 may not take this course for credit.",,,,,,
5650,49169,KCEP,311,Pathophysiology in Clinical Exercise Science I,3.0,LEC,Lecture,"Prerequisite: Enrolment in the KCEP, KCEP Honours, BScAT or Honours in Athletic
Therapy; successful completion of Stage I in the KCEP or Honours in KCEP, or of Stage
III in the BScAT or Honours in Athletic Therapy.",UGRD,,"This course reviews pathophysiology, medical intervention techniques, and medication profiles of the most common neuromuscular and orthopaedic diseases and disabilities. Lectures only.

NOTE: Students who have received credit for EXCI 423 may not take this course for credit.",,,,,,
5651,49170,KCEP,349,"Assessment, Interpretation, and Rehabilitation in Neuromuscular Physiology",3.0,LAB,Laboratory,"Prerequisite: KCEP 311 previously or concurrently; enrolment in the KCEP or Honours in
KCEP.",UGRD,,"This course focuses on the assessment and rehabilitation of neurological, neuromuscular, and musculoskeletal fitness in the clinical setting. Measurement and interpretation of normal and abnormal responses for individuals with common neurological, neuromuscular and musculoskeletal diseases and disabilities are discussed and performed. Lectures and laboratory.

NOTE: Students who have received credit for EXCI 380 may not take this course for credit.",,,,,,
5652,49170,KCEP,349,"Assessment, Interpretation, and Rehabilitation in Neuromuscular Physiology",3.0,LEC,Lecture,"Prerequisite: KCEP 311 previously or concurrently; enrolment in the KCEP or Honours in
KCEP.",UGRD,,"This course focuses on the assessment and rehabilitation of neurological, neuromuscular, and musculoskeletal fitness in the clinical setting. Measurement and interpretation of normal and abnormal responses for individuals with common neurological, neuromuscular and musculoskeletal diseases and disabilities are discussed and performed. Lectures and laboratory.

NOTE: Students who have received credit for EXCI 380 may not take this course for credit.",,,,,,
5653,49171,KCEP,411,Pathophysiology in Clinical Exercise Science II,3.0,LEC,Lecture,"Prerequisite: Enrolment in the KCEP, Honours in KCEP, BScAT, or Honours in Athletic
Therapy; successful completion of Stage II in the KCEP, Honours in KCEP, BScAT, or
Honours in Athletic Therapy.",UGRD,,"This course reviews pathophysiology, medical intervention techniques, and medication profiles of the most common cardiovascular, respiratory, oncologic and metabolic diseases. Lectures only.

NOTE: Students who have received credit for EXCI 422 may not take this course for credit.",,,,,,
5654,49172,KCEP,383,Kinesiology and Clinical Exercise Physiology Internship I,3.0,PRA,Practicum/Intership/work term,Prerequisite: Enrolment in the KCEP or Honours in KCEP.,UGRD,,"This course provides students the opportunity to observe and participate in physical activity programming offered for special populations (i.e. persons with neurological and physical impairments) in a supervised setting. This course involves a commitment of 120 hours including a weekly seminar.

NOTE: Students who have received credit for EXCI 383 may not take this course for credit.",,,,,,
5655,49328,KCEP,483,Kinesiology and Clinical Exercise Physiology Internship II,3.0,PRA,Practicum/Intership/work term,Prerequisite: Enrolment in the KCEP or Honours in KCEP; successful completion of Stage II in the KCEP or Honours in KCEP.,UGRD,,"The course offers a supervised period of work as activity leader/exercise specialist in a hospital or rehabilitation centre assisting in performing physiological evaluations, designing exercise programs, and animating physical activities. The course involves a commitment of 120 hours including a weekly seminar.

NOTE: Students who have received credit for EXCI 483 may not take this course for credit.",,,,,,
5656,49564,KCEP,449,"Physical Fitness Assessment, Exercise Prescription and Rehabilitation in Special Populations",3.0,LAB,Laboratory,Prerequisite: Enrolment in the KCEP or Honours in KCEP; successful completion of Stage II in the KCEP or Honours in KCEP.,UGRD,,"This course focuses on the assessment of cardiorespiratory fitness and body composition in a clinical setting. Measurement and interpretation of normal and abnormal responses for individuals with the most common cardiovascular, respiratory, oncologic, and metabolic diseases are performed and discussed. Lectures and laboratory.
NOTE: Students who have received credit for EXCI 450 may not take this course for credit.",,,,,,
5657,49564,KCEP,449,"Physical Fitness Assessment, Exercise Prescription and Rehabilitation in Special Populations",3.0,LEC,Lecture,Prerequisite: Enrolment in the KCEP or Honours in KCEP; successful completion of Stage II in the KCEP or Honours in KCEP.,UGRD,,"This course focuses on the assessment of cardiorespiratory fitness and body composition in a clinical setting. Measurement and interpretation of normal and abnormal responses for individuals with the most common cardiovascular, respiratory, oncologic, and metabolic diseases are performed and discussed. Lectures and laboratory.
NOTE: Students who have received credit for EXCI 450 may not take this course for credit.",,,,,,
5658,50325,KCEP,448,Cardiopulmonary Exercise Assessment and Interpretation in Chronic Disease Populations,3.0,LAB,Laboratory,Prerequisite: Enrolment in the KCEP or Honours in KCEP; successful completion of Stage II in the KCEP or Honours in KCEP.,UGRD,,"This course focuses on the assessment of cardiorespiratory fitness in a clinical setting. Measurement and interpretation of normal and abnormal responses for individuals with the most common cardiovascular, respiratory, oncologic, and metabolic diseases are performed and discussed.

Students who have received credit for EXCI 450 or KCEP 449 may not take this course for credit.",,,,,,
5659,50325,KCEP,448,Cardiopulmonary Exercise Assessment and Interpretation in Chronic Disease Populations,3.0,LEC,Lecture,Prerequisite: Enrolment in the KCEP or Honours in KCEP; successful completion of Stage II in the KCEP or Honours in KCEP.,UGRD,,"This course focuses on the assessment of cardiorespiratory fitness in a clinical setting. Measurement and interpretation of normal and abnormal responses for individuals with the most common cardiovascular, respiratory, oncologic, and metabolic diseases are performed and discussed.

Students who have received credit for EXCI 450 or KCEP 449 may not take this course for credit.",,,,,,
5660,50326,KCEP,450,Exercise Prescription for Rehabilitation in Chronic Disease Populations,3.0,LEC,Lecture,Prerequisite: KCEP448 previously or concurrently; enrolment in the KCEP or Honours in KCEP; successful completion of Stage II in the KCEP or Honours in KCEP.,UGRD,,"This course focuses on exercise prescription and programming for individuals with the most common cardiovascular, respiratory, oncologic, and metabolic diseases. Students learn how to design and implement advanced, safe, and effective exercise training programs for the rehabilitation of these patient populations.

Students who have received credit for EXCI 450 or KCEP 449 may not take this course for credit.",,,,,,
